morpheme;variant;key;type;transitivity;nature;number;compositionRoot;plural;intransSuffix;transSuffix;antipassive;engMean;freMean;source;dialect;cf;END
aasit;;1;e;;;;;;;;;expression of disparagement: 'As usual!';expression de dénigrement, dépréciation: 'Comme d'habitude!';;;;.
aasivak;;1;n;;zoo;;;;;;;earth spider;mygale;;;;.
aatajaq;;1;n;;;;;;;;;small bag of sand or fine stones used in game of catch;petit sac de sable ou de petits cailloux utilisé dans un jeu de balle;;;;.
abvaq;;1;n;;;;;;;;;(1) part;;;;;
aggak;;1;n;;ana;;;;;;;hand;main;;;;.
aggak;;2;n;;;;;;;;;(1) glove (2) saw-handle of hand-saw;(1) gant (2) poignée d'une scie à main;;;;.
aggiq;;1;n;;;;;;;;;meat cooked on open fire or spit;viande cuite au-dessus d'un feu ou sur une broche;;;;.
agguq;;1;n;;;;;;;;;windward side of prevailing wind;côté dans la direction des vents prédominants;;;;.
agiaq;;1;n;;;;;;;;;metal file or rasp;lime ou râpe à métal;;;;.
agliruk;;1;n;;;;;;;;;jaw;mâchoire;;;;.
aglu;;1;n;;;;;;;;;seal's breathing hole;trou dans la glace par où les phoques viennent respirer;;;;.
agvik;;1;n;;;;;;;;;platform for scraping wet skins;plateforme pour râcler les peaux humides;;;;.
ai;;1;e;;;;;;;;;exclamation: 'Look!' ;;;;;
ai;;1;n;;;;;;;;;man's sister-in-law;;;;;
aijuraq;;1;n;;;;;;;;;long-distance sea-ice crack;crevasse dans la glace de mer sur une longue distance;;;;.
ailaq;;1;n;;;;;;;;;moisture;;;;;
aimangnaq;;1;n;;zoo;;;;;;;caribou without horns or calf;caribou sans cornes, veau;;;;.
aipa;;1;n;;;;;;;;;another one;;;;;
aipaq;;1;n;;;;;;;;;wife-swapping partner;partenaire qui change de femme dans un échange [Natt.];;;;.
aippaq;;1;n;;;;;;;;;second, companion, spouse;deuxième, compagnion, époux;;;;.
aiq;;1;n;;;;;;;;;sleeve;manche;;;;.
aiqqujaq;;1;n;;zoo;;;;;;;small red squirmer;petit ver rouge;;;;.
airaq;;1;n;;;;;;;;;small plant with white edible roots;petite plante avec des racines blanches comestibles;;;;.
aiviq;;1;n;;zoo;;;;;;;walrus;morse;;;;.
ajagaq;;1;n;;;;;;;;;bone with holes used as target in 'cup-and-ball' game;os avec des trous utilisé comme cible au jeu de 'cup-and-ball';;;;.
ajait;;1;e;;;;;;;;;exclamation : 'Almost!';;;;;
ajak;aja;1;n;;;;;;;;;maternal aunt;tante maternelle;;;;.
ajaniq;;1;n;;;;;;;;;space between the two sled runners;espace entre les deux patins d'un traîneau;;;;.
ajaraaq;;1;n;;;;;;;;;string used in forming string figures;ficelle utilisée pour former des figures;;;;.
ajjaa;;1;e;;;;;;;;;exclamation of pleasure: 'Grand!';;;;;
ajji;;1;n;;;;;;;;;(1) likeness (2) synonym;(1) ressemblance (2) synonyme;;;;.
ajuaq;;1;n;;;;;;;;;abcess;;;;;
ak&a;;2;n;;;;;;;;;Cree Indian;indian Cri;;;;.
ak&a;;1;n;;zoo;;;;;;;brown bear;ours brun;;;;.
ak&unaaq;;1;n;;;;;;;;;sealskin line;;;;;
aki;;1;n;;;;;;;;;(1) exchange value;;;;;
akinnaq;;1;n;;;;;;;;;the south-west;;;;;
akiruq;;1;n;;;;;;;;;wood knot;noeud dans le bois;;;;.
akisiq;;1;n;;;;;;;;;pillow;oreiller;;;;.
akkak;;1;n;;;;;;;;;paternal uncle;oncle paternel;;;;.
akpa;;1;n;;zoo;;;;;;;murre;guillemot;;;;.
aksaqquq;;1;n;;ana;;;;;;;upper arm;partie du bras au-dessus du coude;;;;.
aksuq;;1;n;;;;;;;;;effort;;;;;
aktuq;;1;n;;;;;;;;;sea animal large of its kind;animal marin de grande taille par rapport à la moyenne de son espèce;;;;.
aku;;1;n;;;;;;;;;that in the middle of s.t.;ce qui est dans le milieu, le centre de qqch.;;;;.
akuq;;2;n;;ana;;;;;;;seal's thigh;cuisse de phoque;;;;.
akuq;;1;n;;;;;;;;;back flap of Eskimo tunic;pan arrière d'une tunique eskimaude;;;;.
ala;;1;n;;;;;;;;;boot over-sole;semelle de botte;;;;.
alaniq;;1;n;;;;;;;;;shade side or side away from the sun;partie à l'ombre ou éloignée du soleil;;;;.
aliguq;;1;n;;;;;;;;;glass;;;;;
aliq;;1;n;;;;;;;;;harpoon line for whales and walrus;fil de harpon à baleine et à morse;;;;.
aliqaq;;1;n;;;;;;;;;elder sister of a man;soeur aînée d'un homme;;;;.
alirti;;1;n;;;;;;;;;sock;;;;;
alliaq;;1;n;;;;;;;;;lower bedding skin;peau inférieure d'une couchette;;;;.
alliq;;1;n;;;;;;;;;the bottom one;;;;;
aluq;;2;n;;;;;;;;;bottom of sled runner;dessous de patin de traîneau;;;;.
aluq;;1;n;;ana;;;;;;;sole of foot;semelle de botte;;;;.
amaama;;1;n;;;;;;;;;milk of the female breast;lait du sein de la femme;;;;.
amaq;;1;n;;;;;;;;;baby carried in parka hood;bébé porté dans le capuchon d'un parka;;;;.
amaruq;;1;n;;zoo;;;;;;;arctic wolf;loup polaire;;;;.
amaujaq;;1;n;;;;;;;;;dorsal fin of fish;nageoire dorsale d'un poisson;;;;.
amauligaq;amaulligaq;1;n;;zoo;;;;;;;snow bunting;bruant des neiges;;;;.
amaulik;;1;n;;zoo;;;;;;;male of common eider duck;mâle de l'eider commun;;;;.
amauq;;1;n;;;;;;;;;great grandfather;arrière-grand-père;;;;.
amiakku;;1;n;;;;;;;;;remainder;;;;;
amiliraq;;1;n;;ana;;;;;;;radius or narrowest forearm bone;radius - os le plus mince de l'avant-bras;;;;.
amiq;;1;n;;ana;;;;;;;skin (human or animal);peau (humaine ou animale);;;;.
amirlak;;1;n;;zoo;;;;;;;lemming in white winter coat;lemming avec son pelage blanc d'hiver;;;;.
amisu;;1;n;;nb;;;;;;;concept of plural: many things, persons...;concept de pluriel: plusieurs choses, personnes, ...;;;;.
amma;;1;c;;;;;;;;;and;et;;;;.
ammut;;1;a;;dat;;;;;;;downward;vers le bas;;;;.
anaana;;1;n;;;;;;;;;mother;mère;;;;.
anaq;;1;n;;;;;;;;;shit;;;;;
angaju;;1;n;;;;;;;;;elder brother of a man;;;;;
angakkuq;;1;n;;;;;;;;;shaman;shaman;;;;.
angaluk;;1;n;;;;;;;;;shaman's belt;ceinture du shaman;;;;.
angasaq;;1;n;;zoo;;;;;;;cross fox;renard roux à bande noire;;;;.
angiqqaq;;1;n;;;;;;;;;home;maison (dans le sens de foyer);;;;.
angmaak;;1;n;;;;;;;;;flint;;;;;
angut;;1;n;;;;;;;;;man;;;;;
ani;;1;n;;;;;;;;;brother of a woman;frère d'une femme;;;;.
anirta;anirsa;1;e;;;;;;;;;exclamation of relief: 'Thank goodness!';exclamation de soulagement: 'Merci Seigneur!';;;;.
aniuk;;1;n;;;;;;;;;snow used for drinking water;neige utilisée pour boire de l'eau;;;;.
anngak;;1;n;;;;;;;;;maternal uncle;oncle maternel;;;;.
anngiujaq;;1;n;;;;;;;;;head of a nail, bolt, or screw;tête d'un clou, d'un boulon, d'une vis;;;;.
annuraaq;;1;n;;;;;;;;;piece of clothing;morceau d'habit;;;;.
anuk;;1;n;;;;;;;;;dog harness;harnais de chien;;;;.
anuri;;1;n;;;;;;;;;wind;vent;;;;.
apa;;1;n;;zoo;;;;;;;hooded seal;phoque à capuchon;;;;.
apaapa;;1;n;;;;;;;;;food;nourriture;;;;.
apqut;;1;n;;;;;;;;;path;;;;;
aput;;1;n;;;;;;;;;snow;neige;;;;.
aqagu;;1;a;;;;;;;;;tomorrow;demain;;;;.
aqiamuk;;1;n;;;;;;;;;fish belly;ventre de poisson;;;;.
aqiaruq;;1;n;;ana;;;;;;;stomach;;;;;
aqiggiq;;1;n;;zoo;;;;;;;rock ptarmigan;lagopède alpin;;;;.
aqiqquq;;1;n;;;;;;;;;lead point of bullet;pointe en plomb d'une balle;;;;.
aqu;;1;n;;;;;;;;;stern of boat;arrière, poupe d'un bateau;;;;.
arjaq;ajjaq;1;n;;;;;;;;;gunpowder;poudre à canon;;;;.
arnaq;;1;n;;;;;;;;;woman;;;;;
arnguaq;;1;n;;;;;;;;;amulet;;;;;
arpik;;1;n;;bot;;;;;;;arctic raspberry;framboise arctique;;;;.
arraagu;;1;n;;;;;;;;;the next year;l'année prochaine;;;;
arraani;;1;n;;;;;;;;;the past year;l'année précédente;;;;
arraaq;;1;n;;;;;;;;;afterbirth;placenta;;;;.
arsaq;;1;n;;;;;;;;;football;football;;;;.
artuq;;1;n;;;;;;;;;bird too fat to fly;oiseau trop gras pour voler;;;;.
arvakkut;;1;a;;via;;;;;;;to the right side;sur le côté droit;;;;.
arvaq;;1;n;;;;;;;;;extreme curved end of snow-knife handle;bout extrême recourbé d'un manche de couteau à neige;;;;.
arvinilit;;1;n;;;;;;;;;six;;;;;
arvininngat;;1;n;;;;;;;;;the sixth one;le sixième;;;;.
arviq;;1;n;;zoo;;;;;;;right or Greenland whale;baleine boréale;;;;.
asi;;1;n;;;;;;;;;the other one;;;;;
assak;;1;n;;;;;;;;;paternal aunt;tante paternelle;;;;.
assiniq;;1;n;;;;;;;;;seam across shoulder of atigi;couture à travers l'épaule d'un atigi;;;;.
assuk;;1;e;;;;;;;;;disclaimer: 'I don't know (I don't want to say)';"expression de négation: ""je ne sais pas (je ne veux pas le dire)""";;;;.
asu;;1;e;;;;;;;;;exclamation of finality: 'Enough! Stop! That's it!';exclamation de finalité: 'Assez! Arrêtez! Ça suffit!';;;;.
ata;;1;e;;;;;;;;;ejaculation for quiet such that one can hear: 'Listen!';exhortation à se tenir tranquille pour qu'on puisse entendre: 'Chut! Écoute!';;;;.
ata;ati;1;n;;;;;;;;;bottom;;;;;
ataata;;1;n;;;;;;;;;father;père;;;;.
atailitaq;;1;n;;;;;;;;;woman's dress;robe de femme;;;;.
atajumik;;1;a;;;;;;;;;always;toujours;;;;.
ataniq;;1;n;;;;;;;;;chief;;;;;
atataak;;1;e;;;;;;;;;ejaculation of fear of burning or when touching s.t. hot: 'Ouch! it's hot!';cri de peur de se brûler ou lorsqu'on touche qqch. de chaud: 'Aie! c'est chaud!';;;;.
atausiq;;1;n;;nb;;;;;;;one;;;;;
atigi;;1;n;;;;;;;;;inside caribou tunic (with fur inside);;;;;
atii;;1;e;;;;;;;;;exhortation to start: 'Come on! Let's go!';exhortation à partir: 'Allons! Partons!';;;;.
atiq;;1;n;;;;;;;;;name;nom;;;;.
atirtaq;;1;n;;;;;;;;;polar-bear cub;petit de l'ours polaire;;;;.
attatit;;1;n;;;p;;;;;;hinge;gond;;;;
atungak;;1;n;;;;;;;;;(squareflipper) skin sole of boot;semelle de botte en peau (de phoque barbu);;;;.
atunit;;1;n;;;p;atuni;;;;;each;chaque;;;;.
aujaq;auja;1;n;;;;;;;;;summer;été;;;;.
auk;;1;n;;;;;;;;;blood;sang;;;;.
aukataak;;1;e;;;;;;;;;exclamation of delight or pleasure on seing s.t. grand or imposing: 'Grand! Magnificient!';exclamation de plaisir ou de ravissement en voyant qqch. de grand ou d'imposant: 'Super!';;;;
aumak;;1;e;;;;;;;;;ejaculation for one who is tagging in tag game: 'I touched you!';"exclamation de qqn jouant à la ""tag"" qui a touché qqn";;;;.
aumak;;1;n;;;;;;;;;ember;;;;;
auviq;;1;n;;;;;;;;;snow block for building an igloo;bloc de neige pour la construction d'un iglou;;;;.
avaalaqiaq;;1;n;;bot;;;;;;;barren-land dwarf birch;bouleau nain de la toundra;;;;.
avata;avati;1;n;;;;;;;;;the circumference, outer rim, contour, outer limit of s.t.;la circonférence, le contour, le pourtour de qqch.;;;;.
avataq;;1;n;;;;;;;;;inflated skin bag used as a buoy in seal-hunting;sac de peau gonflé utilisé comme bouée lors de la chasse au phoque;;;;.
avinngaq;;1;n;;zoo;;;;;;;lemming;lemming;;;;.
ibjuq;;1;n;;;;;;;;;mud;;;;;
iblauq;;1;n;;;;;;;;;animal foetus or embryo;foetus ou embryon animal;;;;.
ibvuq;;1;n;;;;;;;;;broken floe ice;glace de banquise qui s'est brisée;;;;
iga;;1;n;;;;;;;;;cook-stove;;;;;
igalaaq;;1;n;;;;;;;;;window;fenêtre;;;;.
iggak;;1;n;;;;;;;;;eye-glass;;;;;
iggiaq;;1;n;;ana;;;;;;;gullet;;;;;
igimak;;1;n;;;;;;;;;long walrus harpoon;long harpon à morse;;;;.
igjuk;;1;n;;ana;;;;;;;testicle;testicule;;;;.
igliaq;;1;n;;ana;;;;;;;uterus;;;;;
igliq;;1;n;;;;;;;;;bed;;;;;
iglu;;1;n;;;;;;;;;(1) house;;;;;
igubjaq;;1;n;;;;;;;;;wool;laine;;;;.
igunaq;;1;n;;;;;;;;;rotten thing;chose pourrie;;;;.
igupsaq;;1;n;;zoo;;;;;;;bee;;;;;
ii;;1;a;;;;;;;;;yes in  North Baffin, WCHB and Natt.;oui [Terre de Baffin nord;;;;
iiq;;1;e;;;;;;;;;exclamation of distaste or annoyance: 'Yukk!';exclamation de dégoût ou de contrariété: 'Beurk!' ;;;;
ija;;1;n;;;;;;;;;grooving;rainure;;;;.
ijaruvak;;2;n;;ana;;;;;;;eye-ball;globe oculaire;;;;.
ijaruvak;;1;n;;;;;;;;;melting snow which has formed ice crystals in the spring;neige fondante qui a formé des crystaux de glace au printemps;;;;.
iji;;1;n;;;;;;;;;eye;oeil;;;;.
ijjaq;;1;n;;;;;;;;;loop on harpoon point;boucle à la pointe d'un harpon;;;;.
ikak&ak;;1;n;;;;;;;;;large-tooth rasp file;râpe à larges dents;;;;.
iki;;1;n;;;;;;;;;wound;blessure;;;;.
ikiaq;;1;n;;;;;;;;;in-between layer;couche intermédiaire;;;;.
ikiq;;1;n;;;;;;;;;strait;détroit;;;;.
ikkii;;1;n;;;;;;;;;the cold;le froid;;;;.
ikkiq;;1;n;;;;;;;;;gums of the mouth;gencive;;;;.
ikkit;ikkitik;1;n;;;;;;;;;match (for fire or lighting);allumette;;;;.
ikpaksaq;;1;a;;;;;;;;;yesterday;hier;;;;.
ikpat;;1;n;;;;;;;;;platform for oil lamp;plateforme pour lampe à huile;;;;.
ikpik;;1;n;;;;;;;;;long rock bluff;long promontoire rocheux;;;;.
iksutit;;1;n;;bot;;;;;;;cassiope (resinous plant used in making fire);plante résineuse utilisée pour faire du feu;;;;.
ikuma;;1;n;;;;;;;;;(1) flame;;;;;
ikuqqaq;;1;n;;;;;;;;;raised platform;;;;;
ikusik;;1;n;;ana;;;;;;;elbow;coude;;;;.
ila;;1;n;;;;;;;;;(1) relative or relation (2) companion or partner (3) part;;;;;
ilaak;;1;e;;;;;;;;;marker word for clarification: 'I mean,' ;;;;;
ilaanni;;1;a;;;;;;;;;sometimes;quelquefois;;;;.
illa;;1;n;;;;;;;;;tangled thing;chose enchevêtrée;;;;.
illiq;;1;n;;;;;;;;;taboo;;;;;
illuuk;illuuq;1;n;;;;;;;;;sling-shot;fronde;;;;.
ilu;;1;n;;;;;;;;;inside, interior of s.t.;;;;;
ilusiq;;1;n;;;;;;;;;custom;;;;;
imaak;;1;a;;;;;;;;;like this;;;;;
imannak;imanna;1;a;;;;;;;;;like this;;;;;
imaq;;2;n;;;;;;;;;ante or stakes in gambling game;mise, enjeu dans un jeu de hasard;;;;.
imaq;;1;n;;;;;;;;;water;;;;;
imiq;;1;n;;;;;;;;;drinking water;eau à boire;;;;.
imiqqutailaq;;1;n;;zoo;;;;;;;tern;;;;;
imiqutak;;1;n;;ana;;;;;;;groin;;;;;
imma;;1;a;;;;;;;;;a long time ago;il y a longtemps;;;;.
immaqaa;;1;a;;;;;;;;;perhaps;peut-être;;;;.
imminik;;1;a;;;;;;;;;myself, yourself, himself, etc., depending on the subject of the action;moi-même, toi-même, lui-même, selon le sujet  de l'action;;;;.
immuk;;1;n;;;;;;;;;milk;lait;;;;.
inaluaq;;1;n;;ana;;;;;;;small intestine;petit intestin;;;;.
ingiq;;1;n;;ana;;;;;;;lower abdomen (immediately above genital organs);bas du ventre (immédiatement au-dessus des parties génitales);;;;.
ingnaq;;1;n;;;;;;;;;cigarette lighter;allume-cigarette;;;;.
ingniq;;1;n;;;;;;;;;(1) cigarette lighter (2) spark (3) spark plug (4) straight or wick side of a stone lamp;(1) allume-cigarette (2) étincelle (3) bougie d'allumage (4) côté d'une lampe en pierre où se trouve la mèche;;;;.
inguriq;;1;n;;;;;;;;;deerskin or other skin placed on the sled as a seat;peau placée sur le traîneau en guise de siège;;;;
ini;;1;n;;;;;;;;;(1) place;;;;;
inirniq;;1;n;;;;;;;;;adult;adulte;;;;.
innaq;;1;n;;;;;;;;;adult;adulte;;;;.
inuk;;1;n;;;;;;;;;(1) human being;;;;;
ipak;;1;n;;;;;;;;;grain of wood;;;;;
ipgut;;1;n;;;;;;;;;hand wipe or hand wiper;quelque chose pour s'essuyer les mains;;;;.
ipigluk;;1;n;;;;;;;;;leg-bone of caribou, of deer;os de la patte du caribou, du cerf;;;;.
ipiksaunnaq;;1;n;;;;;;;;;contents of a walrus stomach;contenu de l'estomac d'un morse;;;;.
ipiq;;1;n;;;;;;;;;dirt, grimed-in dirt, grime;saleté, crasse;;;;.
ipirak;;1;n;;;;;;;;;wick;;;;;
ipqaarniq;;1;n;;;;;;;;;thin sheet ice which forms on land at spring or fall when the rain freezes;couche mince de glace qui se forme sur le sol au printemps ou à l'automne lorsque la pluie gèle;;;;.
ipu;;1;n;;;;;;;;;handle;;;;;
iqaluk;;2;n;;;;;;;;;small wood block with holes used to make meshes of fish-net;petit bloc de bois avec des trous utilisé pour faire les mailles d'un filet de pêche;;;;.
iqaluk;;1;n;;zoo;;;;;;;fish;;;;;
iqi;;1;n;;ana;;;;;;;corner of the mouth;coin de la bouche, commissure des lèvres;;;;.
iqirraq;;1;n;;;;;;;;;corner;;;;;
iqqaq;;1;n;;;;;;;;;bottom of a body of water;fond d'un plan d'eau;;;;.
iqqiq;;1;n;;;;;;;;;louse egg;oeuf de pou;;;;.
iqquq;;1;n;;ana;;;;;;;the behind;;;;;
iquq;;1;n;;;;;;;;;shit or dung adhering to anus or to perianal hairs;merde ou crotte adhérant à l'anus ou aux poils autour de l'anus;;;;.
ir&irpak;;1;n;;ana;;;;;;;molar tooth;dent molaire;;;;.
ir&u;;1;n;;ana;;;;;;;bowel;;;;;
irnginnak;;1;e;;;;;;;;;exclamation: 'Just at this moment!';exclamation: 'En ce moment même!';;;;.
irngusiq;;1;n;;;;;;;;;mug;;;;;
irngutaq;;1;n;;;;;;;;;grandchild;petit-fils ou petite-fille;;;;.
irniq;;1;n;;;;;;;;;son;fils (lien de parenté);;;;.
irraq;;1;n;;;;;;;;;raincoat;manteau de pluie;;;;.
irsaq;;1;n;;ana;;;;;;;temple;;;;;
is&uuraq;;1;n;;zoo;;;;;;;black lake fish with white meat;poisson de lac noir à chair blanche;;;;.
isa;;1;n;;;;;;;;;moulting bird;oiseau qui mue;;;;.
isaqqaq;;1;n;;zoo;;;;;;;baby walrus;bébé morse;;;;.
isi;;1;n;;;;;;;;;boot instep;cambrure d'une botte;;;;.
isiq;;1;n;;;;;;;;;(1) fire smoke (2) drum skin;(1) fumée d'un feu (2) peau de tambour;;;;.
isu;isuk;1;n;;;;;;;;;(1) end;;;;;
isuma;;1;n;;;;;;;;;thought;;;;;
isunngaq;;1;n;;zoo;;;;;;;jaeger;labbe (oiseau);;;;.
itibliq;;1;n;;;;;;;;;portage, land crossing between areas of sea ice;portage sur terre entre des surfaces de glace de mer;;;;.
itigak;;1;n;;ana;;;;;;;foot;pied;;;;.
itimak;;1;n;;ana;;;;;;;palm of the hand;;;;;
itiq;;1;n;;ana;;;;;;;anus;;;;;
itiruq;;1;n;;;;;;;;;urine;;;;;
itivik;;1;n;;;;;;;;;the far unseen side of large inaccessible things like continents, seas, mountains, etc.;le côté éloigné invisible de choses larges et inaccessibles comme les continents, les océans, les montagnes, etc.;;;;.
ittaq;;1;a;;;;;;;;;a long time ago;;;;;
ittaq;;1;n;;;;;;;;;skin tent;tente en peau;;;;.
ittaujat;;1;n;;;p;;;;;;fat between intestines of muskox;gras entre les intestins du boeuf musqué;;;;.
itti;issi;1;n;;;;;;;;;fruit juice;;;;;
ittuq;;1;n;;;;;;;;;old man;;;;;
ituk;;1;n;;;;;;;;;milk in stomach of baby animals;lait dans l'estomac de bébés animaux;;;;.
ivaluk;;1;n;;ana;;;;;;;sinew;tendon;;;;.
iviangiq;;1;n;;ana;;;;;;;woman's breast;poitrine de femme;;;;.
ivik;;1;n;;;;;;;;;blade of grass;feuille d'herbe;;;;.
ivitaruq;;1;n;;zoo;;;;;;;lake salmon;saumon de lac;;;;.
jaahahuuq;;1;n;;;;;;;;;pitcher;;;;;
japaq;;1;n;;;;;;;;;parka of European materials made in Inuit style;parka fait de matériaux européens dans un style inuit;;;;.
kaajuuq;;1;n;;zoo;;;;;;;rough-legged hawk;buse pattue;;;;.
kaak;;1;n;;;;;;;;;hunger;faim;;;;.
kaatilik;;1;n;;;;;;;;;harpoon for walrus hunting;harpon pour la chasse au morse;;;;.
kabjiq;;1;n;;ana;;;;;;;crown of the head;couronne, dessus de la tête;;;;.
kaipkataq;;1;n;;;;;;;;;wire device for detecting presence of seal;dispositif utilisant un fil pour détecter la présence d'un phoque;;;;.
kajjaq;;1;n;;;;;;;;;member of a wolf or weasel pack;membre d'une meute de loups ou de belettes;;;;.
kajuq;;2;n;;zoo;;;;;;;red fox;;;;;
kajuq;;1;n;;;;;;;;;red-brown;brun rouge;;;;.
kak&u;;1;n;;;;;;;;;hole melted in sea-ice around sea-weed or other iced-in thing;trou fondu dans la glace de mer autour d'algues ou d'autres choses prises dans la glace;;;;.
kakkik;;1;n;;;;;;;;;snot;;;;;
kalliq;;1;n;;;;;;;;;thunder;tonnerre;;;;.
kallupi&&uk;;1;n;;;;;;;;;little mythical green man;petit homme vert mythique;;;;.
kamik;;1;n;;;;;;;;;boot;;;;;
kanaaq;;1;n;;ana;;;;;;;(1) shank of leg;;;;;
kanajuq;;1;n;;zoo;;;;;;;sea scorpion;scorpion de mer;;;;.
kanangnaq;kanangniq;1;n;;;;;;;;;the north-east;le nord-est;;;;.
kangala;;1;n;;zoo;;;;;;;spring caribou;caribou du printemps;;;;.
kangi;;1;n;;;;;;;;;junction between s.t. and its main body;;;;;
kangiq;;1;n;;;;;;;;;snow-house vent;;;;;
kangir&uk;;1;n;;;;;;;;;bay;;;;;
kangiujaq;kanguujaq;1;n;;bot;;;;;;;arctic cotton;coton arctique;;;;.
kanguq;;1;n;;zoo;;;;;;;snow goose;oie des neiges;;;;.
kaniq;;1;n;;;;;;;;;frost from condensation;givre formé par la condensation;;;;.
kanit;;1;n;;;p;;;;;;great caverns in the sea ice;grandes cavernes dans la glace de mer;;;;.
kanivaut;;1;n;;ana;;;;;;;diaphragm;diaphragme;;;;.
kannuujaq;;1;n;;;;;;;;;copper;cuivre;;;;.
karualuk;;1;n;;;;;;;;;rolled oats;flocons d'avoine;;;;.
kassiugaq;;1;n;;;;;;;;;rolled oats;flocons d'avoine;;;;.
kasuk;;1;n;;;;;;;;;cigarette lighter;allume-cigarette;;;;.
katak;;1;n;;;;;;;;;doorway;;;;;
kauk;;1;n;;ana;;;;;;;(1) callus (2) walrus hide (3) egg white;(1) durillon (2) peau de phoque (3) blanc d'oeuf;;;;.
kaunnaq;;1;n;;;;;;;;;chewing gum;gomme à mâcher;;;;.
kavinnguaq;;1;n;;ana;;;;;;;ear-drum;tympan;;;;.
kavisiq;;1;n;;;;;;;;;fish scale;écaille de poisson;;;;.
kiasik;;1;n;;ana;;;;;;;shoulder-blade;omoplate;;;;.
kiggaaluk;;1;n;;zoo;;;;;;;muskrat;rat musqué;;;;.
kiggavik;kiggaviarjuk;1;n;;zoo;;;;;;;peregrine falcon;faucon pèlerin;;;;.
kigliq;;1;n;;;;;;;;;(1) edge;;;;;
kigut;;1;n;;ana;;;;;;;tooth;dent;;;;.
kiinaq;;2;n;;;;;;;;;cutting edge of knife;bord coupant d'un couteau;;;;.
kiinaq;;1;n;;ana;;;;;;;face;figure;;;;.
kiitak;kiitaapik;1;a;;;;;;;;;a little bit;un petit peu;;;;.
kik&u;;1;n;;;;;;;;;platform of stones for placing pots above fire;plateforme de pierres où l'on place les marmites au-dessus du feu;;;;.
kikiak;;1;n;;;;;;;;;nail;;;;;
kiksaut;;1;n;;;;;;;;;layer of fat in stomach of caribou;couche de graisse dans l'estomac du caribou;;;;.
kikuliq;;1;n;;;;;;;;;sea-hole that has been used as a basking place and a breathing-hole;trou dans la glace qui a été utilisé comme lieu de repos et pour respirer;;;;.
kilu;;1;n;;;;;;;;;(1) closed end of s.t. that has an opposite open end (2) garment seam;(1) extrémité fermée de qqch. dont l'autre extrémité est ouverte (2) couture dans un vêtement;;;;.
kimmik;;1;n;;ana;;;;;;;heel;talon;;;;.
kingaq;;1;n;;;;;;;;;hill;;;;;
kingu;;1;n;;;;;;;;;rear;;;;;
kinguq;;1;n;;zoo;;;;;;;sea louse;;;;;
kiniliq;;1;n;;;;;;;;;seal-hole full of water;trou de phoque rempli d'eau;;;;.
kiniq;;1;n;;;;;;;;;front flap, lap of a tunic;pan de devant d'un habit, d'une tunique;;;;.
kinirsit;;1;n;;ana;;;;;;;tonsil;amygdale;;;;.
kinngiq;;1;n;;;;;;;;;space left by a removed tooth;espace laissant vacant après avoir enlevé une dent;;;;.
kipiktat;;1;n;;;p;;;;;;one hundred (S. Baffin);cent (Baffin sud);;;;.
kipkaq;;1;n;;;;;;;;;bone with little or no meat;os avec peu ou pas de viande;;;;.
kippaq;;1;n;;;;;;;;;(1) part sawn off (2) square stern;(1) partie qu'on a sciée (2) arrière d'embarcation carré;;;;.
kisiani;;1;c;;;;;;;;;but;mais;;;;.
kisimi;;1;c;;;;;;;;;alone;;;;;
kitigaq;;1;n;;;;;;;;;esker;;;;;
kitingujaak;;1;n;;;;;;;;;river valley;vallée avec une rivière;;;;.
kublu;;1;n;;ana;;;;;;;thumb;pouce;;;;.
kubvit;;1;n;;;;;;;;;jug;;;;;
kujak;;1;n;;;;;;;;;copulation;copulation;;;;.
kujjiniq;;1;n;;;;;;;;;hole melted about sea-weed on sea-ice;trou fondu autour d'une algue dans la glace de mer;;;;.
kukik;;1;n;;ana;;;;;;;finger nail or toe nail;;;;;
kukki;;1;n;;;;;;;;;food particle in teeth;particule de nourriture entre les dents;;;;.
kuku;;1;n;;;;;;;;;cocoa or chocolate;;;;;
kukukpaq;;1;n;;;;;;;;;apex or top of parka hood or of hat;pointe du capuchon d'un parka ou d'un chapeau;;;;.
kulavak;;1;n;;zoo;;;;;;;pregnant caribou cow;femelle caribou enceinte;;;;.
kumak;;1;n;;zoo;;;;;;;louse;;;;;
kunigu;;1;n;;;;;;;;;down hair of a bird;duvet d'oiseau;;;;.
kusii;;1;e;;;;;;;;;exclamation to chase the dogs away;exclamation pour faire fuir les chiens;;;;.
kusiq;;1;n;;;;;;;;;drip or droplet of water or liquid;goutte d'eau ou de liquide;;;;.
kuuk;;1;n;;;;;;;;;river;rivière;;;;.
kuukuusi;;1;n;;zoo;;;;;;;pig;;;;;
kuussiq;;1;n;;ana;;;;;;;hip-bone;hanche;;;;.
maajuq;;1;n;;zoo;;;;;;;blue fox;renard bleu;;;;.
maanna;;1;a;;;;;;;;;now;maintenant;;;;.
maartak;;1;n;;;;;;;;;sealskin removed of hair by scraping;peau de phoque dont les poils ont été enlevés par râclage;;;;.
mai;;1;e;;;;;;;;;expression of amazement: 'My!';;;;;
mak&ak;;1;n;;zoo;;;;;;;"shaman's word for ""bearded seal""";"mot de shaman pour ""phoque barbu""";;;;.
makkaq;;1;n;;ana;;;;;;;dome of skull;dôme du crâne;;;;.
